shape_id,shape_pt_lon,shape_pt_lat,shape_pt_sequence
112,-73.971916,40.744790,9
112,-73.972256,40.744940,10
112,-73.972576,40.745070,11
112,-73.973026,40.744450,12
112,-73.973206,40.744190,13
112,-73.973506,40.743780,14
112,-73.974466,40.744180,15
112,-73.975226,40.744510,16
112,-73.975896,40.744790,17
112,-73.977356,40.745400,18
112,-73.978106,40.745730,19
112,-73.978966,40.746090,20
112,-73.979236,40.746200,21
112,-73.979716,40.746400,22
112,-73.980106,40.746560,23
112,-73.980926,40.746900,24
112,-73.981131,40.746989,25
112,-73.981246,40.747040,26
112,-73.981336,40.747080,27
112,-73.981426,40.747110,28
112,-73.982126,40.747410,29
112,-73.982356,40.747510,30
112,-73.982956,40.747770,31
112,-73.982466,40.748430,32
112,-73.982016,40.749050,33
112,-73.981566,40.749670,34
112,-73.981460,40.749817,35
112,-73.981116,40.750280,36
112,-73.980666,40.750910,37
112,-73.980216,40.751520,38
112,-73.979766,40.752140,39
112,-73.979266,40.752830,40
112,-73.978776,40.753480,41
112,-73.978326,40.754100,42
112,-73.977866,40.754730,43
112,-73.977416,40.755350,44
112,-73.976956,40.755980,45
112,-73.975596,40.757862,46
112,-73.974517,40.757400,47
112,-73.974050,40.757201,48
112,-73.973865,40.757119,49
112,-73.973573,40.757013,50
112,-73.973045,40.756791,51
112,-73.972410,40.756523,52
112,-73.972378,40.756515,53
112,-73.972357,40.756501,54
112,-73.973266,40.755240,55
112,-73.973726,40.754620,56
112,-73.974076,40.754140,57
112,-73.974186,40.753990,58
112,-73.974416,40.753670,59
112,-73.974646,40.753370,60
112,-73.975096,40.752740,61
112,-73.975346,40.752400,62
112,-73.975416,40.752310,63
112,-73.975556,40.752120,64
112,-73.975806,40.751770,65
112,-73.975886,40.751660,66
112,-73.976016,40.751470,67
112,-73.976536,40.750780,68
112,-73.976986,40.750150,69
112,-73.977426,40.749540,70
112,-73.977886,40.748920,71
112,-73.978336,40.748300,72
112,-73.978786,40.747680,73
112,-73.979179,40.747147,74
112,-73.979236,40.747070,75
112,-73.979716,40.746400,76
112,-73.979236,40.746200,77
112,-73.978966,40.746090,78
112,-73.978789,40.746015,79
112,-73.978106,40.745730,80
112,-73.977356,40.745400,81
112,-73.975896,40.744790,82
112,-73.975226,40.744510,83
112,-73.974466,40.744180,84
112,-73.973506,40.743780,85
112,-73.973006,40.743570,86
112,-73.972726,40.743460,87
112,-73.972206,40.743240,88
112,-73.972156,40.743230,89
112,-73.972106,40.743210,90
112,-73.972056,40.743190,91
112,-73.971836,40.743510,92
112,-73.971677,40.743745,93
113,-73.971805,40.743556,1
113,-73.971606,40.743850,2
113,-73.971536,40.743960,3
113,-73.971416,40.744060,4
113,-73.971147,40.744345,5
113,-73.971046,40.744450,6
113,-73.970996,40.744500,7
113,-73.971356,40.744560,8
113,-73.971916,40.744790,9
113,-73.972256,40.744940,10
113,-73.972576,40.745070,11
113,-73.973026,40.744450,12
113,-73.973206,40.744190,13
113,-73.973506,40.743780,14
113,-73.974466,40.744180,15
113,-73.975226,40.744510,16
113,-73.975896,40.744790,17
113,-73.977356,40.745400,18
113,-73.978106,40.745730,19
113,-73.978966,40.746090,20
113,-73.979236,40.746200,21
113,-73.979716,40.746400,22
113,-73.980106,40.746560,23
113,-73.980926,40.746900,24
113,-73.981131,40.746989,25
113,-73.981246,40.747040,26
113,-73.981336,40.747080,27
113,-73.981426,40.747110,28
113,-73.982126,40.747410,29
113,-73.982356,40.747510,30
113,-73.982956,40.747770,31
113,-73.982466,40.748430,32
113,-73.982016,40.749050,33
113,-73.981566,40.749670,34
113,-73.981460,40.749817,35
113,-73.981116,40.750280,36
113,-73.980666,40.750910,37
113,-73.980216,40.751520,38
113,-73.979766,40.752140,39
113,-73.979266,40.752830,40
113,-73.978776,40.753480,41
113,-73.978326,40.754100,42
113,-73.977866,40.754730,43
113,-73.977416,40.755350,44
113,-73.976956,40.755980,45
113,-73.975596,40.757862,46
113,-73.974517,40.757400,47
113,-73.974050,40.757201,48
113,-73.973865,40.757119,49
113,-73.973573,40.757013,50
113,-73.973045,40.756791,51
113,-73.972410,40.756523,52
113,-73.972378,40.756515,53
113,-73.972357,40.756501,54
113,-73.973266,40.755240,55
113,-73.973726,40.754620,56
113,-73.974076,40.754140,57
113,-73.974186,40.753990,58
113,-73.974416,40.753670,59
113,-73.974646,40.753370,60
113,-73.975096,40.752740,61
113,-73.975346,40.752400,62
113,-73.975416,40.752310,63
113,-73.975556,40.752120,64
113,-73.975806,40.751770,65
113,-73.975886,40.751660,66
113,-73.976016,40.751470,67
113,-73.976536,40.750780,68
113,-73.976986,40.750150,69
113,-73.977426,40.749540,70
113,-73.977886,40.748920,71
113,-73.978336,40.748300,72
113,-73.978786,40.747680,73
113,-73.979179,40.747147,74
113,-73.979236,40.747070,75
113,-73.979716,40.746400,76
113,-73.979236,40.746200,77
113,-73.978966,40.746090,78
113,-73.978789,40.746015,79
113,-73.978106,40.745730,80
113,-73.977356,40.745400,81
113,-73.975896,40.744790,82
113,-73.975226,40.744510,83
113,-73.974466,40.744180,84
113,-73.973506,40.743780,85
113,-73.973006,40.743570,86
113,-73.972726,40.743460,87
113,-73.972206,40.743240,88
113,-73.972156,40.743230,89
113,-73.972106,40.743210,90
113,-73.972056,40.743190,91
113,-73.971836,40.743510,92
113,-73.971677,40.743745,93
